"url";"name";"type";"address";"gps"
"http://www.restopolitan.com/en/restaurant/malakoff-388/luckey-301383.html";"Luckey";"Indian";"15, ter rue Danicourt, 92240 Malakoff";"48.8199503/2.3053464"
"http://www.restopolitan.com/en/restaurant/vincennes-1302/thaun-kroun-300480.html";"Thaun Kroûn";"Thai";"26, rue George Huchon , 94300 Vincennes";NA
"http://www.restopolitan.com/en/restaurant/boulogne-billancourt-374/pile-ca-!-304157.html";"Pile ça !";"French";"65, rue de la Reine, 92100 Boulogne Billancourt";NA
"http://www.restopolitan.com/en/restaurant/paris-16eme-462/la-brasserie-italienne-303506.html";"La Brasserie Italienne";"Italian";"73, avenue Kléber, 75016 ,Paris";NA
"http://www.restopolitan.com/en/restaurant/saint-ouen-1074/chez-serge-302306.html";"Chez Serge";"Bistrot Gourmand";"7, boulevard Jean Jaurès, 93400 Saint Ouen";"48.9124774/2.3343273"
"http://www.restopolitan.com/en/restaurant/rolleboise-1421/le-domaine-de-la-corniche-303077.html";"Le Domaine de la Corniche";"Gastronomic";"5, route de la Corniche, 78270 Rolleboise";NA
"http://www.restopolitan.com/en/restaurant/paris-20eme-466/chez-luna-303322.html";"Chez Luna";"Bistrot Gourmand";"108, rue Ménilmontant, 75020 ,Paris";"48.8546278/2.40390026529851"
"http://www.restopolitan.com/en/restaurant/paris-6eme-452/invictus-303988.html";"Invictus";"Gastronomic";"5, rue Sainte-Beuve, 75006 ,Paris";"48.8441013/2.3297404"
"http://www.restopolitan.com/en/restaurant/ivry-sur-seine-1292/le-libertalia-301337.html";"Le Libertalia";"French";"Quai N°6 Jean Compagnon, 94200 Ivry Sur Seine";NA
"http://www.restopolitan.com/en/restaurant/paris-6eme-452/pdg-rive-gauche-301532.html";"PDG Rive Gauche";"Meat and Grill";"5, rue du Dragon, 75006 ,Paris";"48.8536326/2.3312411"
"http://www.restopolitan.com/en/restaurant/paris-5eme-451/la-bouteille-d-or-300451.html";"La Bouteille d'Or";"Gastronomic";"9, Quai de Montebello, 75005 ,Paris";"48.8515559/2.349681"
"http://www.restopolitan.com/en/restaurant/neuilly-sur-seine-384/durand-dupont-302207.html";"Durand Dupont";"Gastronomic";"14, place du Marché, 92200 Neuilly Sur Seine";"48.8807576/2.275608"
"http://www.restopolitan.com/en/restaurant/paris-13eme-459/el-walisse-303998.html";"El Walisse";"World Food";"105, rue de Tolbiac, 75013 ,Paris";"48.8265807/2.3647428"
"http://www.restopolitan.com/en/restaurant/paris-17eme-463/le-triomphe-303495.html";"Le Triomphe";"French";"8, avenue de la Grande Armée, 75017 ,Paris";"48.8748214/2.2928554"
"http://www.restopolitan.com/en/restaurant/paris-6eme-452/la-pergola-bistrot-304307.html";"La Pergola Bistrot";"Southwest";"43, rue Mazarine, 75006 ,Paris";"48.8540496/2.3383168"
"http://www.restopolitan.com/en/restaurant/paris-11eme-457/au-cadran-voltaire-304039.html";"Au Cadran Voltaire";"French";"109, boulevard Voltaire, 75011 ,Paris";"48.8575735/2.3808066"
"http://www.restopolitan.com/en/restaurant/paris-17eme-463/resto-des-dames-301331.html";"Resto des Dames";"World Food";"25, rue des Dames , 75017 ,Paris";"48.8844255/2.3242819"
"http://www.restopolitan.com/en/restaurant/montigny-le-bretonneux-1380/shahi-qila-303135.html";"Shahi Qila";"Indian";"3, avenue du Manet, 78180 Montigny Le Bretonneux";"48.7683831/2.0237342"
"http://www.restopolitan.com/en/restaurant/montigny-le-bretonneux-1380/live-et-life-caffe-301554.html";"Live & Life Caffè";"Bistrot Gourmand";"3, rue Jean-Pierre Timbaud, 78180 Montigny Le Bretonneux";"48.7916757/2.035546"
"http://www.restopolitan.com/en/restaurant/paris-6eme-452/un-dimanche-a-paris-304296.html";"Un Dimanche à Paris";"French";"4-6-8, cour du Commerce Saint André, 75006 ,Paris";"48.8526908/2.3388752"
"http://www.restopolitan.com/en/restaurant/saint-denis-1054/chez-rochette-303114.html";"Chez Rochette";"French";"20, rue Gabriel Péri, 93200 Saint Denis";"48.9317896/2.3561165"
"http://www.restopolitan.com/en/restaurant/paris-11eme-457/mamie-tevennec-303989.html";"Mamie Tevennec";"French";"41, rue Faidherbe, 75011 ,Paris";"48.8535924/2.3824174"
"http://www.restopolitan.com/en/restaurant/paris-17eme-463/la-p-tite-cuisine-303466.html";"La P'tite Cuisine";"Bistrot Gourmand";"23, rue Poncelet, 75017 ,Paris";"48.8794259/2.2976208"
"http://www.restopolitan.com/en/restaurant/boulogne-billancourt-374/cafe-cote-rive-304631.html";"Café Côté Rive";"Brewery";"284, boulevard Jean Jaurès, 92100 Boulogne Billancourt";"48.8399519/2.2399162"
"http://www.restopolitan.com/en/restaurant/paris-7eme-453/mucha-cafe-300004.html";"Mucha Café";"Brewery";"227 Boulevard Saint-Germain, 75007 ,Paris";"48.8584763/2.3229172"
"http://www.restopolitan.com/en/restaurant/coulommiers-519/aux-delices-de-l-inde-300822.html";"Aux Delices de l'Inde";"Indian";"7 rue General Leclerc, 77120 Coulommiers";NA
"http://www.restopolitan.com/en/restaurant/paris-5eme-451/les-galandines-304459.html";"Les Galandines";"Crêperie";"57, rue Galande, 75005 ,Paris";"48.8516494/2.3469102"
"http://www.restopolitan.com/en/restaurant/paris-16eme-462/le-relais-d-auteuil-pignol-304604.html";"Le Relais d'Auteuil Pignol";"French";"31, boulevard Murat, 75016 ,Paris";"48.844967/2.2575843"
"http://www.restopolitan.com/en/restaurant/paris-6eme-452/aux-2-oliviers-300012.html";"Aux 2 Oliviers";"Bistrot Gourmand";"22, rue de Vaugirard, 75006 ,Paris";"48.8492908/2.3380358"
"http://www.restopolitan.com/en/restaurant/paris-20eme-466/jaisalmer-301817.html";"Jaisalmer";"Indian";"11, avenue du Père Lachaise, 75020 ,Paris";"48.864134/2.3976481"
"http://www.restopolitan.com/en/restaurant/la-defense-100000/l-italian-lounge-sofitel-la-defense-304350.html";"L'Italian Lounge - Sofitel La Défense";"Gastronomic";"34, cours Michelet, 92400 La Défense";NA
"http://www.restopolitan.com/en/restaurant/paris-17eme-463/taj-indien-302453.html";"Taj Indien";"Indian";"48, rue de la Jonquière, 75017 ,Paris";"48.8935918/2.3230817"
"http://www.restopolitan.com/en/restaurant/paris-20eme-466/rajib-mahal-302511.html";"Rajib Mahal";"Organic";"86, boulevard de Charonne, 75020 ,Paris";"48.8532477/2.3972589"
"http://www.restopolitan.com/en/restaurant/paris-18eme-464/aangan-saveur-de-l-inde-303223.html";"Aangan Saveur de l'Inde";"Indian";"2, rue Eugène Carrière, 75018 ,Paris";"48.8886693/2.3319909"
"http://www.restopolitan.com/en/restaurant/paris-17eme-463/la-provence-303557.html";"La Provence";"Italian";"45 rue Brochant, 75017 ,Paris";"48.8904123/2.319775"
"http://www.restopolitan.com/en/restaurant/montmorency-1098/les-coudes-sur-la-table-304237.html";"Les Coudes sur la Table";"Bistrot Gourmand";"146, avenue de la Division Leclerc, 95160 Montmorency";NA
"http://www.restopolitan.com/en/restaurant/fontenay-le-fleury-1433/le-restotheatre-304122.html";"Le Restothéâtre";"French";"Place du 8 Mai 1945, 78330 Fontenay Le Fleury";"48.8112954/2.0448019"
"http://www.restopolitan.com/en/restaurant/paris-19eme-465/yuvraj-303432.html";"Yuvraj";"Indian";"136, rue Crimée, 75019 ,Paris";NA
"http://www.restopolitan.com/en/restaurant/jouy-le-moutier-1126/pizzeria-da-mario-303140.html";"Pizzeria Da Mario";"Italian";"7, rue Maurice Ravel, 95280 Jouy Le Moutier";"49.0109728/2.0284857"
"http://www.restopolitan.com/en/restaurant/issy-les-moulineaux-377/cote-en-bouche-300889.html";"Côté en Bouche";"Bistrot Gourmand";"7, rue André-Chénier, 92130 Issy Les Moulineaux";"48.8218923/2.2705759"
"http://www.restopolitan.com/en/restaurant/paris-11eme-457/la-ravigote-301231.html";"La Ravigote";"Bistrot Gourmand";"41, rue de Montreuil, 75011 ,Paris";"48.8504896/2.3879167"
"http://www.restopolitan.com/en/restaurant/paris-11eme-457/les-passagers-de-beyrouth-303803.html";"Les Passagers de Beyrouth";"Lebanese";"18, passage de la Bonne Graine, 75011 ,Paris";"48.8522994/2.3771804"
"http://www.restopolitan.com/en/restaurant/paris-5eme-451/le-bistrot-italien-paris-300208.html";"Le Bistrot Italien - Paris";"Bistrot Gourmand";"1, place de la Contrescarpe, 75005 ,Paris";"48.8445243/2.3496508"
"http://www.restopolitan.com/en/restaurant/paris-9eme-455/l-opera-restaurant-304574.html";"L'Opéra Restaurant";"French";"Palais Garnier Place Jacques Rouché, 75009 ,Paris";"48.8720949/2.3323339"
"http://www.restopolitan.com/en/restaurant/paris-13eme-459/variations-303987.html";"Variations";"Gastronomic";"18, rue des Wallons, 75013 ,Paris";"48.8387085/2.359691"
"http://www.restopolitan.com/en/restaurant/paris-9eme-455/la-cantine-d-eugene-hotel-eugene-en-ville-302279.html";"La Cantine d'Eugène - Hôtel Eugène en Ville";"Bistrot Gourmand";"6, rue Buffault, 75009 ,Paris";"48.8750388/2.3416153"
"http://www.restopolitan.com/en/restaurant/paris-12eme-458/le-millau-303952.html";"Le Millau";"Bistrot Gourmand";"7, rue du Rendez-Vous, 75012 ,Paris";"48.8451767/2.4043841"
"http://www.restopolitan.com/en/restaurant/clichy-375/l-express-301325.html";"L'Express";"French";"114, rue Martre, 92110 Clichy";"48.9068601/2.3025478"
"http://www.restopolitan.com/en/restaurant/paris-18eme-464/cafe-de-la-piscine-303226.html";"Café de la Piscine";"French";"5, place Hébert, 75018 ,Paris";"48.8931063/2.3635544"
"http://www.restopolitan.com/en/restaurant/paris-15eme-461/la-cantine-des-tontons-301772.html";"La Cantine des Tontons";"Bistrot Gourmand";"36, rue de Dantzig, 75015 ,Paris";"48.8333715/2.2984279"
"http://www.restopolitan.com/en/restaurant/paris-16eme-462/le-galion-63626.html";"Le Galion";"Bistrot Gourmand";"10, allée du Bord de l'Eau, 75016 ,Paris";NA
"http://www.restopolitan.com/en/restaurant/paris-8eme-454/l-orriu-di-beauvau-304035.html";"L'Orriu di Beauvau";"Corse";"4, rue des Saussaies, 75008 ,Paris";"48.8711261/2.3169531"
"http://www.restopolitan.com/en/restaurant/levallois-perret-394/l-amethystos-303968.html";"L'Amethystos";"Greek";"81, rue Chaptal, 92300 Levallois Perret";"48.889086/2.2832613"
"http://www.restopolitan.com/en/restaurant/paris-9eme-455/le-bar-lindbergh-304144.html";"Le Bar Lindbergh";"Bistrot Gourmand";"16, boulevard Haussmann, 75009 ,Paris";"48.8726082/2.3366637"
"http://www.restopolitan.com/en/restaurant/paris-10eme-456/piccola-italia-304167.html";"Piccola Italia";"Italian";"4, rue de Saint Quentin, 75010 ,Paris";"48.8773327/2.3554868"
"http://www.restopolitan.com/en/restaurant/paris-9eme-455/le-marclee-304472.html";"Le Marclee";"Chinese";"10, rue Saulnier, 75009 ,Paris";"48.8749507/2.3444377"
"http://www.restopolitan.com/en/restaurant/paris-14eme-460/vin-et-maree-14eme-300275.html";"Vin et Marée 14ème";"French";"108, avenue du Maine, 75014 ,Paris";"48.836553/2.323062"
"http://www.restopolitan.com/en/restaurant/paris-7eme-453/bistrot-chez-france-304145.html";"Bistrot Chez France";"Bistrot Gourmand";"9, rue Amélie, 75007 ,Paris";"48.8590708/2.3075566"
"http://www.restopolitan.com/en/restaurant/paris-12eme-458/a-la-fregate-300530.html";"À la Frégate";"Bistrot Gourmand";"30, avenue Ledru Rollin, 75012 ,Paris";"48.8480758/2.3715798"
"http://www.restopolitan.com/en/restaurant/paris-13eme-459/tra-amici-304060.html";"Tra Amici";"Italian";"110, rue Léon-Maurice Nordmann, 75013 ,Paris";"48.8336333/2.342895"
"http://www.restopolitan.com/en/restaurant/maurepas-1429/la-tonnelle-303134.html";"La Tonnelle";"French";"1, rond-point Pariwest, 78310 Maurepas";NA
"http://www.restopolitan.com/en/restaurant/saint-brice-sous-foret-1140/rigatoni-cafe-saint-brice-302420.html";"Rigatoni Café - Saint-Brice";"Italian";"Angle RN1/CD125, 95350 Saint Brice Sous Forêt";NA
"http://www.restopolitan.com/en/restaurant/savigny-sur-orge-227/au-patio-300400.html";"Au Patio";"French";"36 bis Boulebard Aristide Briand, 91600 Savigny Sur Orge";NA
"http://www.restopolitan.com/en/restaurant/paris-1er-447/1-place-vendome-303926.html";"1 Place Vendôme";"Gastronomic";"1, place Vendôme, 75001 ,Paris";"48.8667501/2.3284986"
"http://www.restopolitan.com/en/restaurant/paris-8eme-454/le-gout-the-301330.html";"Le Goût-Thé";"Bistrot Gourmand";"21, rue de la Boétie, 75008 ,Paris";NA
"http://www.restopolitan.com/en/restaurant/paris-12eme-458/ristorante-mastroianni-300596.html";"Ristorante Mastroianni";"Italian";"52 rue de Bercy, 75012 ,Paris";"48.8373419/2.3834301"
"http://www.restopolitan.com/en/restaurant/levallois-perret-394/la-romana-levallois-perret-301296.html";"La Romana - Levallois-Perret";"Bistrot Gourmand";"29, rue Gabriel Péri, 92300 Levallois Perret";"48.8913817/2.2883439"
"http://www.restopolitan.com/en/restaurant/paris-17eme-463/anis-303445.html";"Anis";"Lebanese";"100 rue Cardinet, 75017 ,Paris";"48.8852264/2.3111324"
"http://www.restopolitan.com/en/restaurant/paris-8eme-454/tante-louise-304382.html";"Tante Louise";"Gastronomic";"41, rue Boissy d'Anglas, 75008 ,Paris";"48.870077/2.3223918"
"http://www.restopolitan.com/en/restaurant/paris-8eme-454/cafe-mode-304531.html";"Café Mode";"Bistrot Gourmand";"24, rue François 1er, 75008 ,Paris";"48.8674653/2.3057951"
"http://www.restopolitan.com/en/restaurant/paris-5eme-451/safran-paris-300008.html";"Safran - Paris";"Indian";"13, rue de la Harpe, 75005 ,Paris";"48.852638/2.3446981"
"http://www.restopolitan.com/en/restaurant/paris-15eme-461/la-table-libanaise-300218.html";"La Table Libanaise";"Lebanese";"25, rue Oscar Roty, 75015 ,Paris";"48.8418541/2.288413"
"http://www.restopolitan.com/en/restaurant/la-garenne-colombes-389/bar-a-pintxos-303969.html";"Bar A PintXos";"Tapas";"34, rue Lucien Jeannin, 92250 La Garenne Colombes";"48.9054768/2.2413489"
"http://www.restopolitan.com/en/restaurant/paris-9eme-455/tea-follies-304375.html";"Tea Follies";"Bistrot Gourmand";"6, place Gustave Toudouze, 75009 ,Paris";"48.8796832/2.3373618"
"http://www.restopolitan.com/en/restaurant/pontoise-1132/santa-marina-303163.html";"Santa Marina";"Italian";"24, rue Hôtel-Dieu, 95300 Pontoise";NA
"http://www.restopolitan.com/en/restaurant/paris-14eme-460/chez-pierrot-bistrot-xiv-304165.html";"Chez Pierrot Bistrot XIV";"Bistrot Gourmand";"90, boulevard Brune, 75014 ,Paris";"48.8250261/2.3165777"
"http://www.restopolitan.com/en/restaurant/massy-148/rigatoni-cafe-massy-302418.html";"Rigatoni Café - Massy";"Italian";"3, avenue du Bel Air , 91300 Massy";"48.7301193/2.301224"
"http://www.restopolitan.com/en/restaurant/fosses-1185/le-bistrot-du-serval-300937.html";"Le Bistrot du Serval";"Bistrot Gourmand";"Départementale 922 Cc Leclerc, 95470 Fosses";NA
"http://www.restopolitan.com/en/restaurant/paris-9eme-455/le-paris-marrakech-300136.html";"Le Paris-Marrakech";"Moroccan";"3, rue Papillon, 75009 ,Paris";"48.8761115/2.347325"
"http://www.restopolitan.com/en/restaurant/paris-12eme-458/ginza-2-300533.html";"Ginza 2";"Japanese";"24, rue Traversière, 75012 ,Paris";"48.8470649/2.3726811"
"http://www.restopolitan.com/en/restaurant/paris-14eme-460/l-entree-des-artistes-300487.html";"L'Entrée des Artistes";"Bistrot Gourmand";"1, impasse de la Gaité, 75014 ,Paris";"48.8405523/2.3247"
"http://www.restopolitan.com/en/restaurant/paris-17eme-463/aux-des-cales-304555.html";"Aux Dés Calés";"Bistrot Gourmand";"181, rue Legendre, 75017 ,Paris";"48.8910324/2.3252198"
"http://www.restopolitan.com/en/restaurant/puteaux-416/new-taj-mahal-301271.html";"New Taj Mahal";"Indian";"1 rue Arago, 92800 Puteaux";"48.8839196/2.2445617"
"http://www.restopolitan.com/en/restaurant/paris-4eme-450/les-cyclades-303992.html";"Les Cyclades";"Greek";"88, rue Saint Martin, 75004 ,Paris";"48.8596778/2.350709"
"http://www.restopolitan.com/en/restaurant/paris-7eme-453/gemini-303456.html";"Gemini";"Bistrot Gourmand";"83 rue Vaneau, 75007 ,Paris";"48.8487718/2.3204692"
"http://www.restopolitan.com/en/restaurant/paris-1er-447/flottes-304338.html";"Flottes";"French";"2, rue Cambon, 75001 ,Paris";"48.866157/2.325163"
"http://www.restopolitan.com/en/restaurant/paris-11eme-457/le-diamant-de-paris-301836.html";"Le Diamant de Paris";"Bistrot Gourmand";"59, rue servan, 75011 ,Paris";"48.8630351/2.3816054"
"http://www.restopolitan.com/en/restaurant/issy-les-moulineaux-377/le-mediterranee-303881.html";"Le Méditerranée";"Lebanese";"40 bis, rue Ernest Renan, 92130 Issy Les Moulineaux";"48.8275821/2.2803244"
"http://www.restopolitan.com/en/restaurant/paris-2eme-448/domaine-de-lintillac-paris-2eme-302696.html";"Domaine de Lintillac - Paris 2ème";"Bistrot Gourmand";"10, rue Saint-Augustin, 75002 ,Paris";"48.8689227/2.3371355"
"http://www.restopolitan.com/en/restaurant/paris-8eme-454/au-bois-d-acacia-301293.html";"Au Bois d'Acacia";"Lebanese";"17, rue de Constantinople, 75008 ,Paris";"48.8799635/2.3202194"
"http://www.restopolitan.com/en/restaurant/paris-13eme-459/le-central-paris-304248.html";"Le Central - Paris";"French";"122, rue de Tolbiac, 75013 ,Paris";"48.8262625/2.3602556"
"http://www.restopolitan.com/en/restaurant/paris-3eme-449/1-k-304173.html";"1 K";"Gastronomic";"13, boulevard du Temple, 75003 ,Paris";"48.8639586/2.3659619"
"http://www.restopolitan.com/en/restaurant/paris-1er-447/les-merveilles-du-maroc-303450.html";"Les Merveilles du Maroc";"Moroccan";"35, Rue Mauconseil, 75001 ,Paris";"48.8640575/2.3468974"
"http://www.restopolitan.com/en/restaurant/boulogne-billancourt-374/controvento-304208.html";"Controvento";"Italian";"81, avenue Pierre Grenier, 92100 Boulogne Billancourt";"48.833419/2.253846"
"http://www.restopolitan.com/en/restaurant/paris-19eme-465/le-bar-de-l-ourcq-303859.html";"Le Bar de l'Ourcq";"French";"159, avenue Jean Jaurès, 75019 ,Paris";"48.8872177/2.3865395"
"http://www.restopolitan.com/en/restaurant/paris-9eme-455/le-nouveau-paris-dakar-303511.html";"Le Nouveau Paris - Dakar";"African";"11 rue de Montyon, 75009 ,Paris";"48.8730513/2.3440207"
"http://www.restopolitan.com/en/restaurant/paris-11eme-457/borgo-paris-bistrot-304454.html";"Borgo - Paris Bistrot";"Italian";"4, rue du Grand Prieuré, 75011 ,Paris";"48.8648015/2.3692738"
"http://www.restopolitan.com/en/restaurant/paris-8eme-454/miam-303937.html";"Miam";"Bistrot Gourmand";"72, boulevard Malesherbes, 75008 ,Paris";"48.8788953/2.3152373"
"http://www.restopolitan.com/en/restaurant/paris-16eme-462/casa-paco-300378.html";"Casa Paco";"Spanish";"13, rue de Bassano, 75016 ,Paris";NA
"http://www.restopolitan.com/en/restaurant/neuilly-sur-seine-384/le-chalet-neuilly-sur-seine-300447.html";"Le Chalet - Neuilly-sur-Seine";"Bistrot Gourmand";"14, rue du Commandant Pilot, 92200 Neuilly Sur Seine";NA
"http://www.restopolitan.com/en/restaurant/paris-1er-447/les-petits-plats-d-emile-304175.html";"Les Petits Plats d'Emile";"Bistrot Gourmand";"8, rue Jean-Jacques Rousseau, 75001 ,Paris";"48.8622434/2.3401724"
"http://www.restopolitan.com/en/restaurant/clichy-375/door-s-303501.html";"Door's";"Bistrot Gourmand";"2, rue du 8 Mai 1945, 92110 Clichy";"48.8977239/2.3105703"
"http://www.restopolitan.com/en/restaurant/paris-9eme-455/le-lumiere-l-obscur-hotel-scribe-paris-304283.html";"Le Lumière - L'Obscur Hôtel Scribe Paris";"Gastronomic";"1, rue Scribe, 75009 ,Paris";"48.8704636/2.3297136"
"http://www.restopolitan.com/en/restaurant/paris-10eme-456/le-chabrol-300511.html";"Le Chabrol";"French";"52, rue Chabrol, 75010 ,Paris";NA
