ID;Identifiant Autolib';Rue;Code postal;Ville;Coordonnées geo;Emplacement;Autolib';Tiers;Abri
75120-22;Paris/Harpignies/3;3 rue Harpignies;75020;Paris;48.8587455, 2.4101638;Voirie;4;1;0
75120-28;Paris/Gambetta/65;65 Avenue Gambetta;75020;Paris;48.8650994, 2.3963304;Voirie;4;1;0
75120-29;Paris/Pelleport/86;86 rue Pelleport;75020;Paris;48.8676044, 2.4021436;Voirie;4;0;0
75120-44;Paris/Mortier/15;15 boulevard Mortier;75020;Paris;48.8657, 2.408668;Voirie;4;0;0
91691-01;Yerres/Raymond Pointcarré/200;200 rue Raymond Pointcarré;91330;Yerres;48.72137, 2.499908;Voirie;6;1;0
91691-02;Yerres/Charles-de-Gaulle/1;1 rue Charles-de-Gaulle;91330;Yerres;48.716666, 2.488177;Voirie;6;1;0
91691-03;Yerres/Pierre Brossolette/92;92 rue Pierre Brossolette;91330;Yerres;48.7006549, 2.4828313;Voirie;7;0;0
92004-03;Asnières-sur-Seine/Normandie/22;22 rue de Normandie;92600;Asnières-sur-Seine;48.9059332, 2.2852074;Voirie;7;0;0
92004-04;Asnières-sur-Seine/Marne/44;44 avenue de la Marne;92600;Asnières-sur-Seine;48.9073637, 2.2830507;Voirie;5;0;0
92004-11;Asnières-sur-Seine/Bas/6;6 Rue des Bas;92600;Asnières-sur-Seine;48.9164, 2.295224;Voirie;6;0;1
92004-14;Asnières-sur-Seine/Benoît Malon/8;8 Rue Benoît Malon;92600;Asnières-sur-Seine;48.9094941, 2.2754817;Voirie;6;0;0
92004-15;Asnières-sur-Seine/Olympe de Gouge/1;1 rue Olympe de Gouge;92600;Asnières-sur-Seine;48.9179468, 2.3189865;Voirie;6;0;0
92007-01;Bagneux/Léon Blum/13;13 Rue Léon Blum;92220;Bagneux;48.7941792, 2.3017033;Voirie;6;0;0
92012-01;Boulogne-Billancourt/Édouard Vaillant/81;81 avenue Édouard Vaillant;92100;Boulogne-Billancourt;48.8344135, 2.2464756;Voirie;6;0;0
92012-12;Boulogne-Billancourt/Henri Martin/2;2 rue Henri Martin;92100;Boulogne-Billancourt;48.8365078, 2.2524132;Voirie;6;0;0
92012-34;Boulogne-Billancourt/Meudon/40;40 rue de Meudon;92100;Boulogne-Billancourt;48.8281027, 2.2422542;Voirie;6;0;0
92019-01;Châtenay-Malabry/Jean Jaurès/280;280 avenue Jean Jaurès;92290;Châtenay-Malabry;48.76739, 2.255521;Voirie;6;0;0
92019-02;Châtenay-Malabry/Sully Prudhomme/33;33 Avenue Sully Prudhomme;92290;Châtenay-Malabry;48.76587, 2.290613;Voirie;6;0;0
92020-02;Châtillon/République/140;140 Avenue de la République;92320;Châtillon;48.8064005, 2.2982685;Voirie;5;0;0
92022-03;Chaville/Pavé des Gardes/33;33 route du Pavé des Gardes;92370;Chaville;48.80551, 2.184925;Voirie;6;0;0
92022-04;Chaville/Roger Salengro/705;705 Avenue Roger Salengro;92370;Chaville;48.8149125, 2.1935315;Voirie;6;0;0
92023-09;Clamart/De Gaulle/233;233 avenue Général De Gaulle;92140;Clamart;48.7870782, 2.255763;Voirie;6;0;0
92023-11;Clamart/République/2;2 avenue de la République;92140;Clamart;48.78123, 2.238153;Voirie;6;0;0
92025-05;Colombes/Henri Barbusse/16;16 Avenue Henri Barbusse;92700;Colombes;48.92257, 2.25258;Voirie;6;0;0
92025-06;Colombes/Gounod/1;1 Rue Gounod;92700;Colombes;48.9236174, 2.2483611;Voirie;6;0;0
92025-11;Colombes/Gabriel Péri/335;335 rue Gabriel Péri;92700;Colombes;48.9172575, 2.2365491;Voirie;5;0;0
92025-13;Colombes/Seine/52;52 rue de Seine;92700;Colombes;48.9201379, 2.2271027;Voirie;5;0;0
92025-17;Colombes/Valmy/160;160 Boulevard de Valmy;92700;Colombes;48.93586, 2.257037;Voirie;7;0;0
92025-18;Colombes/Parc Lagravère/1;1 allée Parc Lagravère;92700;Colombes;48.92648, 2.234716;Voirie;7;0;0
92032-01;Fontenay-aux-Roses/Jean Jaurès/3;3 rue Jean Jaurès;92260;Fontenay-aux-Roses;48.7906824, 2.28727;Voirie;4;0;1
92035-05;La Garenne-Colombes/National/31;31 boulevard National;92250;La Garenne-Colombes;48.90347, 2.239274;Voirie;6;0;0
92035-06;La Garenne-Colombes/Verdun/41;41 avenue de Verdun;92250;La Garenne-Colombes;48.90387, 2.230934;Voirie;6;0;0
92036-07;Gennevilliers/Gabriel Péri/169;169 avenue Gabriel Péri;92230;Gennevilliers;48.9242205, 2.2942668;Voirie;6;0;1
92036-12;Gennevilliers/Louise Michel/36;36 Boulevard Louise Michel;92230;Gennevilliers;48.9226538, 2.320639;Voirie;6;0;0
92036-13;Gennevilliers/Louis Roche/125;125 Avenue Louis Roche;92230;Gennevilliers;48.9269437, 2.3143339;Voirie;6;0;0
92040-05;Issy-les-Moulineaux/Verdun/135;135 avenue de Verdun;92130;Issy-les-Moulineaux;48.81855, 2.25291;Voirie;6;0;0
92040-08;Issy-les-Moulineaux/Îles/21;21 Boulevard des Îles;92130;Issy-les-Moulineaux;48.8226736, 2.2498224;Voirie;6;0;0
92040-11;Issy-les-Moulineaux/Promenade du Verger/166;166 promenade du Verger;92130;Issy-les-Moulineaux;48.81731, 2.27009;Voirie;6;0;0
92040-17;Issy-les-Moulineaux/Bara/28;28 Rue Bara;92130;Issy-les-Moulineaux;48.8326967, 2.2682505;Voirie;6;0;0
92040-19;Issy-les-Moulineaux/Champ Chardon/44;44 Rue de Champ Chardon;92130;Issy-les-Moulineaux;48.821914, 2.252089;Voirie;6;0;0
92046-04;Malakoff/Charles de Gaulle/47;47 Boulevard Charles de Gaulle;92240;Malakoff;48.82317, 2.29935;Voirie;6;0;1
92046-06;Malakoff/Pierre Brossolette/192;192 avenue Pierre Brossolette;92240;Malakoff;48.8139, 2.302489;Voirie;6;0;0
92046-07;Malakoff/Legrand/1;1 Rue Legrand;92240;Malakoff;48.8242495, 2.3038947;Voirie;5;0;0
92046-09;Malakoff/Malleret Joinville/2;2 Rue du Général Malleret Joinville;92240;Malakoff;48.8118151, 2.2811943;Voirie;6;0;0
92048-01;Meudon/Ponceau/2;2 rue Ponceau;92190;Meudon;48.8124566, 2.2378816;Voirie;4;0;0
92048-05;Meudon/Terre Neuve/3;3 bis rue Terre Neuve;92190;Meudon;48.8077664, 2.2350182;Voirie;6;0;0
92048-07;Meudon/Jeanne Braconnier/3;3 rue Jeanne Braconnier;92360;Meudon-la-Forêt;48.7886841, 2.2114032;Voirie;6;0;0
92048-08;Meudon/Maréchal Juin/18;18 avenue du Maréchal Juin;92360;Meudon-la-Forêt;48.788083, 2.216266;Voirie;6;0;0
92049-02;Montrouge/Jean Jaurès/51;51 avenue Jean Jaurès;92120;Montrouge;48.81634, 2.311644;Voirie;6;0;0
92049-16;Montrouge/Verdun/36;36 avenue de Verdun;92120;Montrouge;48.8102056, 2.3170366;Voirie;6;0;0
92050-07;Nanterre/Gambetta/20;20 Rue Gambetta;92000;Nanterre;48.88807, 2.199446;Voirie;6;0;1
92050-14;Nanterre/Pablo Picasso/74;74 Avenue Pablo Picasso;92000;Nanterre;48.889311, 2.220071;Voirie;6;0;0
92050-17;Nanterre/Lamartine/41;41 Rue Lamartine;92000;Nanterre;48.8900677, 2.1857686;Voirie;6;0;0
92050-20;Nanterre/Jules Quentin/33;33 Avenue Jules Quentin;92000;Nanterre;48.8953323, 2.1910555;Voirie;6;0;0
92050-23;Nanterre/Rigault/1;1 Rue Rigault;92000;Nanterre;48.89334, 2.198058;Voirie;6;0;0
92050-31;Nanterre/République/326;326 Avenue de la République;92000;Nanterre;48.9088989, 2.215978;Voirie;6;0;0
92050-32;Nanterre/Union/13;13 Rue de l'Union;92000;Nanterre;48.898941, 2.1927044;Voirie;6;0;0
92062-04;Puteaux/Arago/52;52 rue Arago;92800;Puteaux;48.8860877, 2.2478443;Voirie;5;0;0
92062-05;Puteaux/Charles De Gaulle/70;70 Avenue Charles De Gaulle;92800;Puteaux;48.887385, 2.232151;Voirie;6;0;0
92062-06;Puteaux/Francis de Pressensé/12;12 Rue Francis de Pressensé;92800;Puteaux;48.8761876, 2.2361346;Voirie;6;0;0
92063-12;Rueil-Malmaison/Paul Doumer/3;3 avenue Paul Doumer;92500;Rueil-Malmaison;48.8839089, 2.1919207;Voirie;6;0;0
92064-02;Saint-Cloud/Armengaud/12;12 rue Armengaud;92220;Saint-Cloud;48.8468382, 2.2167157;Voirie;6;1;0
92071-03;Sceaux/Franklin Roosevelt/60;60 Avenue du Président Franklin Roosevelt;92330;Sceaux;48.7771124, 2.2965901;Voirie;6;0;1
92072-13;Sèvres/Wolfenbüttel/1;1 Rue de Wolfenbüttel;92310;Sèvres;48.812502, 2.213332;Voirie;6;0;0
92073-04;Suresnes/Henri Sellier/50;50 Boulevard Henri Sellier;92150;Suresnes;48.86847, 2.223116;Voirie;6;0;0
92073-05;Suresnes/Jean Jaurès/21;21 avenue Jean Jaurès;92150;Suresnes;48.8636819, 2.208944;Voirie;6;0;0
92073-08;Suresnes/Huché/26;26 rue Huché;92150;Suresnes;48.8766119, 2.2218839;Voirie;5;1;0
92073-14;Suresnes/Marcel Monge/2;2 Rue Marcel Monge;92150;Suresnes;48.86121, 2.224382;Voirie;5;1;0
92075-05;Vanves/Jean Jaurès/101;101 rue Jean Jaurès;92170;Vanves;48.8258129, 2.2906328;Voirie;6;0;0
92077-01;Ville-d'Avray/Charles de Gaulle/1;1 place Charles de Gaulle;92410;Ville-d'Avray;48.826, 2.18935;Voirie;6;0;1
92099-02;Courbevoie/André Prothin/12;12 Avenue André Prothin;92400;Courbevoie;48.89238, 2.245286;Voirie;5;0;1
92999-04;Vaucresson/Victor Pauchet/31;31 rue du Professeur Victor Pauchet;92420;Vaucresson;48.8479, 2.175519;Voirie;2;0;0
93006-05;Bagnolet/République/58;58 avenue de la République;93170;Bagnolet;48.8611263, 2.4181508;Voirie;6;0;0
93013-01;Le Bourget/Chevalier de la Barre/7;7 Rue du Chevalier de la Barre;93350;Le Bourget;48.9311, 2.424912;Voirie;6;0;0
93013-02;Le Bourget/Anizan Cavillon/10;10 Rue Anizan Cavillon;93350;Le Bourget;48.9350451, 2.424831;Voirie;6;0;1
93013-04;Le Bourget/Élise Deroche/10;10 avenue Élise Deroche;93350;Le Bourget;48.93211, 2.426913;Voirie;6;0;0
93029-09;Drancy/Marcelin Berthelot/73;73 rue Marcelin Berthelot;93700;Drancy;48.9177255, 2.4464355;Voirie;4;0;0
93029-12;Drancy/Roger Salengro/97;97 Rue Roger Salengro;93700;Drancy;48.9166381, 2.4362063;Voirie;6;0;0
93045-01;Les Lilas/Georges Pompidou/3;3 Rue Georges Pompidou;93260;Les Lilas;48.8793959, 2.4156066;Voirie;5;1;1
93045-02;Les Lilas/Bruyères/10;10 Rue des Bruyères;93260;Les Lilas;48.8783253, 2.413255;Voirie;6;1;0
93063-03;Romainville/Pierre Kerautret/40;40 avenue Pierre Kerautret;93230;Romainville;48.8826947, 2.4435891;Voirie;6;0;1
93064-04;Rosny-sous-Bois/Lisbonne/16;16 rue de Lisbonne;93110;Rosny-sous-Bois;48.88093, 2.472356;Voirie;6;0;0
93064-05;Rosny-sous-Bois/Léon Blum/10;10 rue Léon Blum;93110;Rosny-sous-Bois;48.88126, 2.480821;Voirie;7;0;0
93070-02;Saint-Ouen/Dulcie September/3;3 Rue Dulcie September;93400;Saint-Ouen;48.90573, 2.321015;Voirie;6;0;0
93070-06;Saint-Ouen/Moutier/1;1 Rue du Moutier;93400;Saint-Ouen;48.9178855, 2.3323373;Voirie;4;0;0
93070-10;Saint-Ouen/Entrepôts/2;2 Rue des Entrepôts;93400;Saint-Ouen;48.9034828, 2.3470283;Voirie;5;0;0
93070-11;Saint-Ouen/Michelet/42;42 Avenue Michelet;93400;Saint-Ouen;48.9102315, 2.3441112;Voirie;6;0;0
94003-06;Arcueil/Paul Bert/21;21 rue Paul Bert;94110;Arcueil;48.8042795, 2.3288429;Voirie;6;0;0
94016-03;Cachan/Pont Royal/24;24 Avenue du Pont Royal;94230;Cachan;48.7929328, 2.3217392;Voirie;6;0;0
94018-04;Charenton-le-Pont/Jean Jaurès/4;4 Avenue Jean Jaurès;94220;Charenton-le-Pont;48.82214, 2.413997;Voirie;4;0;1
94028-04;Créteil/Claude-Nicolas Ledoux/4;4 rue Claude-Nicolas Ledoux;94000;Créteil;48.766, 2.470911;Voirie;6;0;0
94028-08;Créteil/Archives/5;5 Rue des Archives;94000;Créteil;48.78363, 2.456881;Voirie;6;0;0
94028-17;Créteil/Mesly/5;5 rue de Mesly;94000;Créteil;48.79177, 2.459949;Voirie;6;0;0
94042-04;Joinville-le-Pont/Mozart/18;18 Place Mozart;94340;Joinville-le-Pont;48.8245149, 2.4753934;Voirie;6;0;0
94044-05;Limeil-Brévannes/Ruelle de Paris/5;5 Ruelle de Paris;94450;Limeil-Brévannes;48.7508, 2.473075;Voirie;7;0;0
94067-09;Saint-Mandé/Daumesnil/11;11 avenue Daumesnil;94160;Saint-Mandé;48.83369, 2.414124;Voirie;7;0;0
94069-PA;Saint-Maurice/Montgolfier/Parking;Place Montgolfier - Parking Montgolfier;94410;Saint-Maurice;48.814875, 2.4592711;Parking;6;0;0
94076-06;Villejuif/René Hamon/30;30 Rue René Hamon;94800;Villejuif;48.7906029, 2.3613621;Voirie;6;0;0
94076-08;Villejuif/Épi d'Or/2;2 avenue de l'Épi dOr;94800;Villejuif;48.78148, 2.354342;Voirie;6;0;0
75101-08;Paris/Croix des Petits Champs/4;4 Rue Croix des Petits Champs;75001;Paris;48.8624631, 2.3393006;Voirie;4;0;0
75120-38;Paris/Frédérique Loliée/5;5 rue Frédérique Loliée;75020;Paris;48.8495131, 2.4061582;Voirie;4;1;0
75120-45;Paris/Belleville/22;22 Boulevard de Belleville;75020;Paris;48.8679058, 2.3826171;Voirie;4;0;0
92004-08;Asnières-sur-Seine/Argenteuil/152;152 avenue d'Argenteuil;92600;Asnières-sur-Seine;48.9175117, 2.281802;Voirie;6;0;0
92004-18;Asnières-sur-Seine/Émile Zola/17;17 Rue Émile Zola;92600;Asnières-sur-Seine;48.9233235, 2.2853356;Voirie;6;0;0
92007-08;Bagneux/Jean Marin Naudin/5;5 Rue Jean Marin Naudin;92220;Bagneux;48.8059298, 2.3143019;Voirie;6;0;0
92012-18;Boulogne-Billancourt/Sèvres/80;80 rue de Sèvres;92100;Boulogne-Billancourt;48.83162, 2.230167;Voirie;6;0;0
92012-50;Boulogne-Billancourt/Alphonse Le Gallo/35;35 quai Alphonse Le Gallo;92100;Boulogne-Billancourt;48.83545, 2.225633;Voirie;6;0;0
92020-03;Châtillon/Vanves/98;98 Boulevard de Vanves;92320;Châtillon;48.8097437, 2.2827504;Voirie;6;0;0
92020-06;Châtillon/Division Leclerc/12;12 Avenue de la Division Leclerc;92320;Châtillon;48.7991859, 2.2846898;Voirie;6;0;1
92023-03;Clamart/Jean Jaurès/255;255 Avenue Jean Jaurès;92140;Clamart;48.8136037, 2.2719303;Voirie;6;0;0
92023-05;Clamart/Paul Vaillant Couturier/68;68 rue Paul Vaillant Couturier;92140;Clamart;48.8050223, 2.2599305;Voirie;6;0;0
92023-19;Clamart/Ferrari/1;1 Place Ferrari;92140;Clamart;48.7990591, 2.2625392;Voirie;6;0;0
92025-01;Colombes/Maréchal Joffre/30;30 rue du Maréchal Joffre;92700;Colombes;48.9219814, 2.2550527;Voirie;6;0;1
92025-02;Colombes/Facel Vega/1;1 place Facel Vega;92700;Colombes;48.9314, 2.2599;Voirie;6;0;0
92025-12;Colombes/Félix Faure/7;7 rue Félix Faure;92700;Colombes;48.914886, 2.2535759;Voirie;6;0;0
92026-04;Courbevoie/Sébastopol/4;4 Rue Sébastopol;92400;Courbevoie;48.8983625, 2.2475158;Voirie;7;0;0
92026-07;Courbevoie/Arche/49;49 avenue de l'Arche;92400;Courbevoie;48.897827, 2.23817;Voirie;6;0;0
92032-06;Fontenay-aux-Roses/Paul Langevin/70;70 Avenue Paul Langevin;92260;Fontenay-aux-Roses;48.7835391, 2.2830741;Voirie;6;0;0
92035-02;La Garenne-Colombes/National/90;90 boulevard National;92250;La Garenne-Colombes;48.9086393, 2.2374151;Voirie;6;0;0
92040-10;Issy-les-Moulineaux/Garibaldi/18;18 Boulevard Garibaldi;92130;Issy-les-Moulineaux;48.8215502, 2.2613183;Voirie;6;0;0
92040-14;Issy-les-Moulineaux/Joseph Frantz/46;46 Rue Joseph Frantz;92130;Issy-les-Moulineaux;48.8310957, 2.2665501;Voirie;6;0;0
92040-15;Issy-les-Moulineaux/Gallieni/72;72 boulevard Gallieni;92130;Issy-les-Moulineaux;48.827482, 2.267632;Voirie;6;0;0
92040-21;Issy-les-Moulineaux/Bachaga Boualam/1;1 place du Bachaga Boualam;92130;Issy-les-Moulineaux;48.81961, 2.265943;Voirie;6;0;0
92044-PB;Levallois-Perret/Wilson/80;80 bis rue du président Wilson;92300;Levallois-Perret;48.8944531, 2.2883803;Parking;6;0;0
92044-PG;Levallois-Perret/Pierre Brossolette/21;21 rue Pierre Brossolette;92300;Levallois-Perret;48.8953575, 2.2922568;Parking;6;0;0
92044-PI;Levallois-Perret/Wilson/37;37 rue du Président Wilson;92300;Levallois-Perret;48.8913559, 2.291001;Parking;6;0;0
92044-PJ;Levallois-Perret/Louise Michel/8;8 rue Louise Michel;92300;Levallois-Perret;48.8873092, 2.2844274;Parking;6;0;0
92048-09;Meudon/De Gaulle/19;19 avenue du Général de Gaulle;92190;Meudon;48.787686, 2.2277686;Voirie;6;0;0
92050-01;Nanterre/Pesaro/2;2 boulevard Pesaro;92000;Nanterre;48.89709, 2.220012;Voirie;7;0;0
92050-02;Nanterre/Pésaro/22;22 Boulevard de Pésaro;92000;Nanterre;48.8956, 2.224588;Voirie;6;0;0
92050-18;Nanterre/Waldeck Rochet/8;8 rue Waldeck Rochet;92000;Nanterre;48.8906294, 2.1983695;Voirie;6;0;0
92050-22;Nanterre/Lavoisier/14;14 rue Lavoisier;92000;Nanterre;48.8951698, 2.1743332;Voirie;7;0;0
92050-24;Nanterre/Aimé Césaire/5;5 Boulevard Aimé Césaire;92000;Nanterre;48.89184, 2.22834;Voirie;7;0;0
92050-25;Nanterre/Suresnes/19;19 rue de Suresnes;92000;Nanterre;48.8854172, 2.2116588;Voirie;6;0;0
92050-33;Nanterre/Émile Zola/61;61 Boulevard Émile Zola;92000;Nanterre;48.8957277, 2.214156;Voirie;6;0;0
92062-01;Puteaux/Dion Bouton/30;30 Quai de Dion Bouton;92800;Puteaux;48.8807168, 2.2450631;Voirie;4;0;1
92063-18;Rueil-Malmaison/Colmar/17;17 Avenue de Colmar;92500;Rueil-Malmaison;48.8871, 2.181057;Voirie;6;0;0
92063-20;Rueil-Malmaison/Charles Drot/21;21 Rue Charles Drot;92500;Rueil-Malmaison;48.876218, 2.187679;Voirie;6;0;0
92063-21;Rueil-Malmaison/Lieutenant Colonel Driant/11;11 Rue du Lieutenant Colonel Driant;92500;Rueil-Malmaison;48.87651, 2.200921;Voirie;5;0;0
92063-22;Rueil-Malmaison/8 mai 1945/2;2 bis Place du 8 mai 1945;92500;Rueil-Malmaison;48.8713591, 2.20283;Voirie;6;0;0
92072-14;Sèvres/Cristallerie/2;2 Avenue de la Cristallerie;92310;Sèvres;48.82682, 2.22331;Voirie;6;0;0
92073-07;Suresnes/Georges Pompidou/37;37 avenue Georges Pompidou;92150;Suresnes;48.8755464, 2.2319905;Voirie;6;0;0
92075-06;Vanves/Antoine Fratacci/34;34 Rue Antoine Fratacci;92170;Vanves;48.82101, 2.28876;Voirie;6;0;0
93029-03;Drancy/Sadi Carnot/116;116 rue Sadi Carnot;93700;Drancy;48.9258333, 2.4403004;Voirie;5;1;0
93029-04;Drancy/Latéral/20;20 Chemin Latéral;93700;Drancy;48.93327, 2.455181;Voirie;5;1;0
93029-05;Drancy/Marcelin Berthelot/2;2 Rue Marcelin Berthelot;93700;Drancy;48.92155, 2.445802;Voirie;6;0;0
93029-11;Drancy/Henri Barbusse/236;236 Avenue Henri Barbusse;93700;Drancy;48.92347, 2.460301;Voirie;4;0;0
93029-15;Drancy/Diderot/125;125 rue Diderot;93700;Drancy;48.9196895, 2.4288043;Voirie;5;0;0
93045-03;Les Lilas/Léon Renault/19;19 rue Léon Renault;93260;Les Lilas;48.8810551, 2.4223705;Voirie;6;1;0
93055-03;Pantin/Pré Saint Gervais/1;1 rue du Pré Saint Gervais;93500;Pantin;48.890711, 2.4030061;Voirie;6;0;1
93055-14;Pantin/Anatole France/1;1 avenue Anatole France;93500;Pantin;48.8946957, 2.4254593;Voirie;6;0;0
93064-01;Rosny-sous-Bois/Claude Pernès/1;1 rue Claude Pernès;93110;Rosny-sous-Bois;48.8728916, 2.4872191;Voirie;5;0;1
93064-03;Rosny-sous-Bois/Rome/8;8 rue de Rome;93110;Rosny-sous-Bois;48.876218, 2.475338;Voirie;6;0;0
93064-06;Rosny-sous-Bois/Variot/40;40 Rue du docteur Variot;93110;Rosny-sous-Bois;48.8798646, 2.4931178;Voirie;6;0;0
93070-09;Saint-Ouen/Édouard Vaillant/28;28 rue Édouard Vaillant;93400;Saint-Ouen;48.9018633, 2.3341342;Voirie;7;0;0
94002-04;Alfortville/Verdun/39;39 Rue de Verdun;94140;Alfortville;48.79611, 2.427023;Voirie;6;0;0
94002-09;Alfortville/Joseph Franceschi/1;1bis Avenue Joseph Franceschi;94140;Alfortville;48.80542, 2.421282;Voirie;6;0;0
94028-10;Créteil/De Gaulle/70;70 avenue du Général de Gaulle;94000;Créteil;48.79663, 2.44808;Voirie;6;0;0
94028-15;Créteil/Jean-Baptiste Oudry/32;32 boulevard Jean-Baptiste Oudry;94000;Créteil;48.7738474, 2.4600815;Voirie;6;0;0
94028-16;Créteil/Denfert Rochereau/12;12 rue Denfert Rochereau;94000;Créteil;48.7912032, 2.4504989;Voirie;6;0;0
