ID;Identifiant Autolib';Rue;Code postal;Ville;Coordonnées geo;Emplacement;Autolib';Tiers;Abri
93070-08;Saint-Ouen/Lafontaine/1;1 rue Lafontaine;93400;Saint-Ouen;48.901404, 2.327399;Voirie;5;0;0
94016-01;Cachan/Camille Desmoulins/3;3 Rue Camille Desmoulins;94230;Cachan;48.7942674, 2.3345857;Voirie;5;0;1
94016-05;Cachan/Carnot/36;36 Avenue Carnot;94230;Cachan;48.7985337, 2.3269032;Voirie;7;0;0
94018-08;Charenton-le-Pont/Nouveau Bercy/2;2 Rue du Nouveau Bercy;94220;Charenton-le-Pont;48.8232903, 2.3967025;Voirie;6;0;0
94028-09;Créteil/De Gaulle/61;61 avenue du Général De Gaulle;94000;Créteil;48.787356, 2.446767;Voirie;6;0;0
94028-13;Créteil/Cotonou/4;4 Rue de Cotonou;94000;Créteil;48.7706043, 2.4707901;Voirie;4;0;0
94044-04;Limeil-Brévannes/Emile Zola/5;5 rue Emile Zola;94450;Limeil-Brévannes;48.7486341, 2.4788056;Voirie;6;0;0
94067-01;Saint-Mandé/Galliéni/178;178 Avenue Galliéni;94160;Saint-Mandé;48.8468108, 2.4175419;Voirie;6;0;1
94076-05;Villejuif/Marcel Paul/6;6 Rue Marcel Paul;94800;Villejuif;48.8003, 2.356283;Voirie;6;0;0
94076-09;Villejuif/Maxime Gorki/144;144 boulevard Maxime Gorki;94800;Villejuif;48.7893752, 2.3685212;Voirie;6;0;0
94076-11;Villejuif/Auguste Perret/11;11 Rue Auguste Perret;94800;Villejuif;48.787963, 2.3512833;Voirie;6;0;0
92004-21;Asnières-sur-Seine/Henri Poincaré/53;53 rue Henri Poincaré;92600;Asnières-sur-Seine;48.931734, 2.2805721;Voirie;0;0;0
92007-02;Bagneux/René Cros/65;65 Rue René Cros;92220;Bagneux;48.79932, 2.304576;Voirie;6;0;0
92007-03;Bagneux/Verdun/127;127 rue de Verdun;92220;Bagneux;48.8019167, 2.321829;Voirie;6;0;0
92007-06;Bagneux/Henri Barbusse/43;43 Avenue Henri Barbusse;92220;Bagneux;48.8018111, 2.3157545;Voirie;6;0;1
92007-10;Bagneux/Albert Petit/89;89 Avenue Albert Petit;92220;Bagneux;48.7962, 2.319759;Voirie;6;0;0
92007-13;Bagneux/Mathurins/2;2 rue des Mathurins;92220;Bagneux;48.7920857, 2.3065992;Voirie;6;0;0
92012-11;Boulogne-Billancourt/Jean Jaurès/61;61 Boulevard Jean Jaurès;92100;Boulogne-Billancourt;48.83975, 2.2400622;Voirie;6;0;0
92012-30;Boulogne-Billancourt/Reine/12;12 bis Route de la Reine;92100;Boulogne-Billancourt;48.8388074, 2.2505008;Voirie;6;0;0
92019-04;Châtenay-Malabry/Division Leclerc/81;81 Avenue de la Division Leclerc;92290;Châtenay-Malabry;48.7622887, 2.2838864;Voirie;6;0;0
92019-07;Châtenay-Malabry/Cyrano de Bergerac/6;6 Place Cyrano de Bergerac;92290;Châtenay-Malabry;48.768495, 2.250599;Voirie;6;0;0
92020-01;Châtillon/Stalingrad/5;5 boulevard de Stalingrad;92320;Châtillon;48.8111362, 2.298583;Voirie;5;0;0
92020-04;Châtillon/Paris/21;21 avenue de Paris;92320;Châtillon;48.8048765, 2.2898962;Voirie;6;0;0
92020-05;Châtillon/Liberté/100;100 boulevard de la LIberté;92320;Châtillon;48.798768, 2.294377;Voirie;7;0;0
92020-08;Châtillon/Verdun/76;76 avenue de Verdun;92320;Châtillon;48.79988, 2.281576;Voirie;6;0;0
92023-01;Clamart/Victor Hugo/40;40 Avenue Victor Hugo;92140;Clamart;48.804098, 2.2673976;Voirie;7;0;0
92023-02;Clamart/Jean Jaurès/137;137 avenue Jean Jaurès;92140;Clamart;48.8080853, 2.2679023;Voirie;5;0;0
92025-16;Colombes/Victor Hugo/42;42 Rue Victor Hugo;92700;Colombes;48.92087, 2.264111;Voirie;6;0;0
92036-11;Gennevilliers/Grésillons/215;215 Avenue des Grésillons;92230;Gennevilliers;48.91985, 2.314065;Voirie;6;0;0
92040-01;Issy-les-Moulineaux/Camille Desmoulins/31;31 Rue Camille Desmoulins;92130;Issy-les-Moulineaux;48.8294072, 2.2644545;Voirie;6;0;0
92040-18;Issy-les-Moulineaux/Guynemer/16;16 rue Guynemer;92130;Issy-les-Moulineaux;48.83073, 2.278246;Voirie;6;0;0
92040-22;Issy-les-Moulineaux/Égalité/57;57 Rue de l'Égalité;92130;Issy-les-Moulineaux;48.8167, 2.260423;Voirie;6;0;0
92044-PC;Levallois-Perret/Georges Pompidou/1;1 Place Georges Pompidou;92300;Levallois-Perret;48.8987082, 2.2813485;Parking;6;0;0
92044-PD;Levallois-Perret/Ernest Cognacq/33;33 rue Ernest Cognacq;92300;Levallois-Perret;48.8970781, 2.2761987;Parking;6;0;0
92046-01;Malakoff/Wilson/2;2 avenue du Président Wilson;92240;Malakoff;48.82027, 2.301874;Voirie;6;0;0
92046-02;Malakoff/Gabriel Péri/120;120 boulevard Gabriel Péri;92240;Malakoff;48.8192396, 2.3040697;Voirie;7;0;0
92046-03;Malakoff/Stalingrad/27;27 boulevard de Stalingrad;92240;Malakoff;48.8142269, 2.2878426;Voirie;7;0;0
92048-03;Meudon/Marcel Allégot/12;12 rue Marcel Allégot;92190;Meudon;48.82148, 2.22769;Voirie;6;0;0
92048-04;Meudon/Verrerie/10;10 rue de la Verrerie;92190;Meudon;48.8204172, 2.23413;Voirie;6;0;1
92049-10;Montrouge/Barbès/24;24 Rue Barbès;92120;Montrouge;48.81737, 2.327974;Voirie;6;0;0
92050-04;Nanterre/Pablo Picasso/20;20 Avenue Pablo Picasso;92000;Nanterre;48.89231, 2.214089;Voirie;6;0;0
92050-10;Nanterre/8 mai 1945/109;109 Rue du 8 mai 1945;92000;Nanterre;48.8926309, 2.2063258;Voirie;6;0;0
92050-11;Nanterre/République/403;403 Avenue de la République;92000;Nanterre;48.91221, 2.223302;Voirie;6;0;0
92050-26;Nanterre/Lens/13;13 Rue de Lens;92000;Nanterre;48.8998826, 2.2242026;Voirie;6;0;0
92050-34;Nanterre/Peupliers/13;13 Rue des Peupliers;92000;Nanterre;48.91278, 2.215178;Voirie;6;0;0
92062-03;Puteaux/Fernand Pelloutier/2;2 Rue Fernand Pelloutier;92800;Puteaux;48.8830992, 2.2330423;Voirie;6;0;0
92063-04;Rueil-Malmaison/Albert 1er/2;2 Avenue Albert 1er;92500;Rueil-Malmaison;48.88034, 2.180216;Voirie;6;0;0
92063-14;Rueil-Malmaison/18 Juin 1940/175;175 avenue du 18 Juin 1940;92500;Rueil-Malmaison;48.8650741, 2.2053436;Voirie;6;0;0
92063-24;Rueil-Malmaison/18 juin 1940/63;63 avenue du 18 juin 1940;92500;Rueil-Malmaison;48.8680715, 2.1930392;Voirie;5;0;0
92064-03;Saint-Cloud/Mont Valérien/38;38 ter rue du Mont Valérien;92210;Saint-Cloud;48.8569103, 2.2152544;Voirie;6;1;0
92072-06;Sèvres/Riocreux/1;1 Rue Riocreux;92310;Sèvres;48.8261, 2.20015;Voirie;6;0;0
92073-02;Suresnes/Salomon de Rothschild/3;3 Rue Salomon de Rothschild;92150;Suresnes;48.87301, 2.232485;Voirie;6;0;0
92073-03;Suresnes/Verdun/15;15 Rue de Verdun;92150;Suresnes;48.871036, 2.2276552;Voirie;5;0;1
92073-09;Suresnes/Tuilerie/33;33 Rue de la Tuilerie;92150;Suresnes;48.8618708, 2.2133061;Voirie;6;0;0
92073-11;Suresnes/Charles Péguy/1;1 rue Charles Péguy;92150;Suresnes;48.8683519, 2.2255443;Voirie;6;0;0
92075-01;Vanves/René Sahors/9;9 rue René Sahors;92170;Vanves;48.82097, 2.29165;Voirie;6;0;0
92075-03;Vanves/Larmeroux/12;12 rue Larmeroux;92170;Vanves;48.8169686, 2.2810709;Voirie;5;0;0
92078-02;Villeneuve-la-Garenne/Pompidou/29;29 Avenue Georges Pompidou;92390;Villeneuve-la-Garenne;48.9418303, 2.3235384;Voirie;5;1;0
93006-07;Bagnolet/Edouard Vaillant/60;60 rue Edouard Vaillant;93170;Bagnolet;48.85764, 2.415732;Voirie;6;0;0
93013-03;Le Bourget/John Fitzgerald Kennedy/2;2 Avenue John Fitzgerald Kennedy;93350;Le Bourget;48.938103, 2.4286035;Voirie;6;0;0
93055-04;Pantin/Église/44;44 Place de l'Église;93500;Pantin;48.8929204, 2.4138507;Voirie;6;0;0
93055-12;Pantin/Jean Jaurès/150;150 avenue Jean Jaurès;93500;Pantin;48.90915, 2.398654;Voirie;6;0;0
93055-17;Pantin/Cartier Bresson/84;84 Rue Cartier Bresson;93500;Pantin;48.9017998, 2.4012521;Voirie;0;0;0
93070-07;Saint-Ouen/Paul Lafargue/13;13 Rue Paul Lafargue;93400;Saint-Ouen;48.912077, 2.333149;Voirie;6;0;1
94002-02;Alfortville/Malleret-Joinville/16;16 Avenue du Général Malleret-Joinville;94140;Alfortville;48.8026584, 2.4254131;Voirie;6;0;1
94003-01;Arcueil/François Raspail/32;32 Avenue François Raspail;94110;Arcueil;48.8053328, 2.3375355;Voirie;6;0;0
94003-04;Arcueil/République/39;39 Avenue de la République;94110;Arcueil;48.807283, 2.3339929;Voirie;6;0;1
94016-04;Cachan/Division Leclerc/58;58 Avenue de la Division Leclerc;94230;Cachan;48.785493, 2.3288415;Voirie;6;0;0
94016-06;Cachan/Saussaies/36;36 Rue des Saussaies;94230;Cachan;48.7862756, 2.3403992;Voirie;6;0;0
94028-03;Créteil/France Libre/38;38 Avenue de la France Libre;94000;Créteil;48.778891, 2.455066;Voirie;6;0;1
94028-06;Créteil/Leclerc/216;216 avenue du Général Leclerc;94000;Créteil;48.7818714, 2.4739148;Voirie;0;0;0
94028-11;Créteil/Gabriel Fauré/18;18 Rue Gabriel Fauré;94000;Créteil;48.7784312, 2.4623984;Voirie;6;0;0
94028-18;Créteil/Laferrière/142;142 Avenue Laferrière;94000;Créteil;48.8007041, 2.4568599;Voirie;6;0;0
94028-20;Créteil/Magellan/27;27 rue Magellan;94000;Créteil;48.76895, 2.456477;Voirie;6;0;0
94044-01;Limeil-Brévannes/Louis Sallé/4;4 Rue Louis Sallé;94450;Limeil-Brévannes;48.75014, 2.489249;Voirie;6;0;1
94046-04;Maisons-Alfort/Léon Blum/16;16 avenue Léon Blum;94700;Maisons-Alfort;48.79878, 2.433635;Voirie;6;0;0
94046-09;Maisons-Alfort/Leclerc/145;145 avenue du Général Leclerc;94700;Maisons-Alfort;48.8094628, 2.4344314;Voirie;6;0;0
94046-11;Maisons-Alfort/De Gaulle/42;42 avenue du Général de Gaulle;94700;Maisons-Alfort;48.8138166, 2.4212353;Voirie;6;0;1
94076-04;Villejuif/Eugène Varlin/11;11 rue Eugène Varlin;94800;Villejuif;48.794223, 2.363047;Voirie;6;0;0
94076-07;Villejuif/Karl Marx/51;51 avenue Karl Marx;94800;Villejuif;48.78447, 2.36088;Voirie;6;0;0
75117-19;Paris/Galvani/25;25 rue de Galvani;75017;Paris;48.8840365, 2.2896705;Voirie;4;1;0
75117-27;Paris/Niel/28;28 avenue de Niel;75017;Paris;48.881032, 2.2956282;Voirie;4;1;0
75117-28;Paris/Porte de Villiers/28;28 Avenue de la Porte de Villiers;75017;Paris;48.8854246, 2.2849721;Voirie;4;1;0
75117-32;Paris/Clichy/181;181 quater Avenue de Clichy;75017;Paris;48.89351, 2.314814;Voirie;4;0;0
75117-PG;Paris/Ternes/38;38 avenue des Ternes;75017;Paris;48.8789949, 2.2934366;Parking;6;0;0
75118-05;Paris/Clichy/70;70 Boulevard de Clichy;75018;Paris;48.8836276, 2.3339857;Voirie;4;0;0
75118-06;Paris/Custine/45;45 rue Custine;75018;Paris;48.8893322, 2.3442809;Voirie;4;0;0
75118-07;Paris/Championnet/28;28 rue Championnet;75018;Paris;48.895422, 2.3499795;Voirie;4;1;0
75118-13;Paris/Caulaincourt/17;17 rue Caulaincourt;75018;Paris;48.8872522, 2.3330069;Voirie;4;0;0
75118-14;Paris/Ordener/120;120 Rue Ordener;75018;Paris;48.8932768, 2.3394999;Voirie;4;1;0
75118-17;Paris/Duhesme/113;113 Rue Duhesme;75018;Paris;48.8955833, 2.3457215;Voirie;4;1;0
75118-32;Paris/Boucry/35;35 rue de Boucry;75018;Paris;48.895148, 2.3595823;Voirie;4;0;0
75119-02;Paris/Botzaris/50;50 rue Botzaris;75019;Paris;48.8792228, 2.3839164;Voirie;4;0;0
75119-04;Paris/Flandre/119;119 avenue de Flandre;75019;Paris;48.891659, 2.3775942;Voirie;4;0;0
75120-07;Paris/Ménilmontant/30;30 Boulevard de Ménilmontant;75020;Paris;48.86191, 2.388035;Voirie;4;0;0
75120-13;Paris/Julien Lacroix/39;39 rue Julien Lacroix;75020;Paris;48.8698372, 2.3850271;Voirie;4;1;0
75120-14;Paris/Charles et Robert/6;6 rue Charles et Robert;75020;Paris;48.85317, 2.412055;Voirie;4;0;0
92036-05;Gennevilliers/Camélinat/66;66 Boulevard Camélinat;92230;Gennevilliers;48.93025, 2.301087;Voirie;6;0;0
92036-10;Gennevilliers/Georges Corete/1;1 Rue Georges Corete;92230;Gennevilliers;48.91757, 2.307151;Voirie;6;0;1
92040-03;Issy-les-Moulineaux/Leclerc/46;46 Rue du Général Leclerc;92130;Issy-les-Moulineaux;48.824901, 2.2752102;Voirie;6;0;1
92040-06;Issy-les-Moulineaux/Guynemer/50;50 Rue Guynemer;92130;Issy-les-Moulineaux;48.8284904, 2.2748136;Voirie;6;0;0
92040-12;Issy-les-Moulineaux/Jean Jaurès/22;22 Avenue Jean Jaurès;92130;Issy-les-Moulineaux;48.8229419, 2.2755104;Voirie;6;0;0
92044-PA;Levallois-Perret/République/1;1 Place de la République;92300;Levallois-Perret;48.89324, 2.288878;Parking;6;0;0
92044-PK;Levallois-Perret/Alsace/29;29 rue d'Alsace;92300;Levallois-Perret;48.89313, 2.298737;Parking;6;0;0
92046-08;Malakoff/Arblade/9;9 avenue Arblade;92240;Malakoff;48.8180219, 2.2918859;Voirie;6;0;0
92049-12;Montrouge/République/43;43 avenue de la République;92120;Montrouge;48.81909, 2.319941;Voirie;6;0;1
92050-06;Nanterre/Lenine/65;65 Avenue Lenine;92000;Nanterre;48.88811, 2.191361;Voirie;6;0;0
92050-09;Nanterre/Gare/9;9 Rue de la Gare;92000;Nanterre;48.89591, 2.198215;Voirie;6;0;0
92050-13;Nanterre/Champs Pierreux/29;29 avenue des Champs Pierreux;92000;Nanterre;48.8886703, 2.213053;Voirie;4;0;1
92050-15;Nanterre/Paul Vaillant Couturier/94;94 Rue Paul Vaillant Couturier;92000;Nanterre;48.8829721, 2.2040354;Voirie;6;0;0
92050-28;Nanterre/Guilleraies/5;5 avenue des Guilleraies;92000;Nanterre;48.8936159, 2.1862673;Voirie;4;0;0
92050-29;Nanterre/Luaps/17;17 Rue des Luaps Prolongée;92000;Nanterre;48.8803944, 2.2105524;Voirie;4;0;0
92060-02;Plessis-Robinson/Chaussée de l'Etang/109;109 chaussée de l'Etang;92350;Plessis-Robinson;48.78378, 2.271527;Voirie;5;0;0
92063-09;Rueil-Malmaison/Auguste Perret/4;4 Rue Auguste Perret;92500;Rueil-Malmaison;48.8893048, 2.1678526;Voirie;4;0;0
92063-23;Rueil-Malmaison/Empereur/174;174 route de l'Empereur;92500;Rueil-Malmaison;48.86324, 2.181831;Voirie;6;0;0
92071-02;Sceaux/Gare/3;3 Avenue de la Gare;92330;Sceaux;48.7793414, 2.2814988;Voirie;6;0;1
92071-05;Sceaux/Houdan/118;118 rue Houdan;92330;Sceaux;48.779037, 2.2891934;Voirie;6;0;0
92073-06;Suresnes/Carnot/52;52 Rue Carnot;92150;Suresnes;48.8741, 2.227249;Voirie;6;0;0
92073-13;Suresnes/Fontaine du Tertre/21;21 avenue de la Fontaine du Tertre;92150;Suresnes;48.8699508, 2.218031;Voirie;6;0;0
92077-02;Ville-d'Avray/Versailles/211;211 Rue de Versailles;92410;Ville-d'Avray;48.81805, 2.164893;Voirie;5;0;0
93006-06;Bagnolet/Stalingrad/49;49 avenue de Stalingrad;93170;Bagnolet;48.87215, 2.43015;Voirie;6;0;0
93007-01;Le Blanc-Mesnil/Claude Terrasse/1;1 rue Claude Terrasse;93150;Le Blanc-Mesnil;48.9376981, 2.462453;Voirie;6;1;0
93063-02;Romainville/Commune de Paris/100;100 rue de la Commune de Paris;93230;Romainville;48.89449, 2.432462;Voirie;6;0;0
93070-04;Saint-Ouen/Dieumegard/1;1 Rue Dieumegard;93400;Saint-Ouen;48.9082928, 2.3400493;Voirie;6;0;0
93070-12;Saint-Ouen/Capitaine Glaner/44;44 rue Capitaine Glaner;93400;Saint-Ouen;48.90382, 2.329175;Voirie;6;0;0
94002-01;Alfortville/Charles de Gaulle/16;16 Rue Charles de Gaulle;94140;Alfortville;48.81456, 2.413135;Voirie;6;0;0
94002-06;Alfortville/Blanqui/61;61 quai Blanqui;94140;Alfortville;48.80188, 2.415843;Voirie;6;0;0
94028-02;Créteil/Pierre Brossolette/77;77 avenue Pierre Brossolette;94000;Créteil;48.7896323, 2.4649966;Voirie;6;0;0
94028-05;Créteil/François Mauriac/2;2 avenue François Mauriac;94000;Créteil;48.785363, 2.4528354;Voirie;6;0;0
94028-07;Créteil/Juliette Savar/102;102 Rue Juliette Savar;94000;Créteil;48.77664, 2.467872;Voirie;6;0;0
94028-12;Créteil/Maréchal de Lattre de Tassigny/56;56 avenue du Maréchal de Lattre de Tassigny;94000;Créteil;48.798692, 2.4544537;Voirie;6;0;0
94028-14;Créteil/Maréchal Lyautey/16;16 Avenue du Maréchal Lyautey;94000;Créteil;48.7913, 2.44625;Voirie;6;0;0
94028-19;Créteil/Paul Casalis/49;49 Avenue du Docteur Paul Casalis;94000;Créteil;48.7803, 2.469707;Voirie;6;0;0
94042-02;Joinville-le-Pont/Galliéni/1;1 Avenue du Général Galliéni;94340;Joinville-le-Pont;48.8202532, 2.4745761;Voirie;6;0;0
94042-03;Joinville-le-Pont/Paris/39;39 rue de Paris;94340;Joinville-le-Pont;48.8168, 2.466862;Voirie;6;0;1
94044-02;Limeil-Brévannes/Lavoisier/12;12 rue Lavoisier;94450;Limeil-Brévannes;48.73963, 2.490184;Voirie;5;0;0
94076-02;Villejuif/René Thibert/7;7 Rue René Thibert;94800;Villejuif;48.80543, 2.362543;Voirie;6;0;0
95210-01;Enghien-les-Bains/Arrivée/19;19 Rue de l'Arrivée;95880;Enghien-les-Bains;48.9727125, 2.3067895;Voirie;6;0;1
75101-04;Paris/Saint Roch/3;3 Rue Saint Roch;75001;Paris;48.8642939, 2.3314856;Voirie;4;0;0
75101-13;Paris/Halles/3;3 Rue des Halles;75001;Paris;48.8589371, 2.347433;Voirie;4;0;1
75101-14;Paris/Bertin Poirée/14;14 rue Bertin Poirée;75001;Paris;48.8588109, 2.3449501;Voirie;4;0;0
75102-01;Paris/Alexandrie/7;7 rue d'Alexandrie;75002;Paris;48.8680082, 2.3508835;Voirie;4;0;0
75102-05;Paris/Vivienne/43;43 rue Vivienne;75002;Paris;48.8705626, 2.3408933;Voirie;4;0;0
75102-09;Paris/Quatre Septembre/26;26 Rue du Quatre Septembre;75002;Paris;48.8700633, 2.3340228;Voirie;4;1;0
75102-10;Paris/Étienne Marcel/36;36 Rue Étienne Marcel;75002;Paris;48.86502, 2.344388;Voirie;4;1;0
75102-11;Paris/Paix/24;24 rue de la Paix;75002;Paris;48.8699261, 2.3320835;Voirie;4;0;0
75102-13;Paris/Dalayrac/19;19 rue Dalayrac;75002;Paris;48.868181, 2.335097;Voirie;4;1;0
75103-15;Paris/Beaumarchais/87;87 boulevard Beaumarchais;75003;Paris;48.8589682, 2.3673798;Voirie;4;1;0
75103-PA;Paris/Saint-Martin/252;252 bis rue Saint-Martin;75003;Paris;48.8652403, 2.3535811;Parking;0;0;0
75104-13;Paris/Marché Neuf/8;8 Quai du Marché Neuf;75004;Paris;48.8541989, 2.345341;Voirie;4;1;0
75104-15;Paris/Bourdon/9;9 boulevard Bourdon;75004;Paris;48.8484226, 2.366004;Voirie;4;1;0
75105-05;Paris/Paul Painlevé/7;7 rue Paul Painlevé;75005;Paris;48.8499024, 2.3444286;Voirie;4;1;0
75105-07;Paris/Bernardins/23;23 rue des Bernardins;75005;Paris;48.84934, 2.350152;Voirie;4;0;0
75105-08;Paris/Pierre Brossolette/1;1 rue Pierre Brossolette;75005;Paris;48.84196, 2.347262;Voirie;4;1;0
75105-11;Paris/Linné/18;18 rue Linné;75005;Paris;48.8452566, 2.3548335;Voirie;4;1;0
75105-12;Paris/Monge/58;58 Rue Monge;75005;Paris;48.8444276, 2.3522773;Voirie;4;1;0
75106-08;Paris/Notre-Dame des Champs/39;39 Rue Notre-Dame des Champs;75006;Paris;48.8448931, 2.3292576;Voirie;4;0;0
75106-12;Paris/Raspail/136;136 boulevard Raspail;75006;Paris;48.8425101, 2.3292257;Voirie;4;0;0
75106-20;Paris/Danton/8;8 rue Danton;75006;Paris;48.85262, 2.342107;Voirie;4;0;0
75107-03;Paris/Constantine/25;25 rue Constantine;75007;Paris;48.8587263, 2.314834;Voirie;4;0;0
75108-14;Paris/Constantinople/4;4 rue de Constantinople;75008;Paris;48.8797479, 2.3214351;Voirie;4;1;0
75108-24;Paris/Friedland/42;42 avenue de Friedland;75008;Paris;48.8741642, 2.2976358;Voirie;4;0;0
75108-25;Paris/Saint-Augustin/9;9 place Saint-Augustin;75008;Paris;48.875556, 2.319321;Voirie;4;0;0
75108-29;Paris/Haussmann/61;61 Boulevard Haussmann;75008;Paris;48.87405, 2.325726;Voirie;4;0;0
75109-01;Paris/Adolphe Max/6;6 place Adolphe Max;75009;Paris;48.883011, 2.329596;Voirie;4;0;0
75109-03;Paris/Rochambeau/6;6 rue Rochambeau;75009;Paris;48.8774174, 2.3465915;Voirie;4;0;0
75109-08;Paris/Londres/6;6 rue de Londres;75009;Paris;48.8768536, 2.3302084;Voirie;4;0;0
75109-18;Paris/Chateaudun/21;21 Rue de Chateaudun;75009;Paris;48.875921, 2.3382898;Voirie;4;0;0
75110-02;Paris/Guy Patin/10;10 rue Guy Patin;75010;Paris;48.88363, 2.351257;Voirie;4;1;0
